digrp_pavadinimas,data2,dinst_id4,apskritis1,savivaldybe,data1,dinst_id5
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2005-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,19
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2006-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,19
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2007-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,18
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2008-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,16
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2009-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,15
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,4
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2010-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,15
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,1
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2011-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,2
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2012-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,2
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2013-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,2
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2014-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,1
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2015-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,4
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,1
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2016-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,12
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,3
Kitas švietimo teikėjas,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,4
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,1
Profesinio mokymo įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Alytaus r. sav.,2017-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,8
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2003-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,8
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2004-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,8
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2005-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,8
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,8
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2006-09-01,1
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,8
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,8
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2007-09-01,1
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,8
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,7
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2008-09-01,1
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,7
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2009-09-01,1
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,6
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2010-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,7
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2011-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,7
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2012-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,1
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2013-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,1
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2014-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,1
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2015-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,6
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,2
Švietimo pagalbos įstaiga,,,Alytaus apskr.,Druskininkų sav.,2016-09-01,-
Aukštoji mokykla,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,6
Ikimokyklinio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,2
Kitas švietimo teikėjas,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,6
Kompetencijų vertinimo institucija,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,3
Profesinio mokymo įstaiga,,,Alytaus apskr.,Druskininkų sav.,2017-09-01,2
